Rank	Taxon	Counts			
Species	s__CAG-194 sp017623815	1			
Species	s__HGM12619 sp904502105	1			
Species	s__Butyrivibrio fibrisolvens_C	1			
Species	s__SIG653 sp015064625	1			
Species	s__RGIG7378 sp017501105	1			
Species	s__UMGS1387 sp015064895	1			
Species	s__CAG-267 sp017465945	1			
Species	s__RGIG4608 sp017628875	1			
Species	s__HGM04593 sp017547585	1			
Species	s__Prevotella sp900107705	1			
Species	s__Bact-11 sp018064445	1			
Species	s__UMGS755 sp015068855	1			
Species	s__CAG-127 sp017625815	1			
Species	s__RUG306 sp902772635	1			
Species	s__Sphingobacterium bovisgrunnientis	1			
Species	s__RUG099 sp900315485	1			
Species	s__UBA1066 sp902776305	1			
Species	s__Prevotella sp015060535	1			
Species	s__RUG572 sp017563185	1			
Species	s__UBA1067 sp017507065	1			
Species	s__UBA636 sp017515475	1			
Species	s__UBA1752 sp017466805	1			
Species	s__Prevotella sp900318625	1			
Species	s__Succinivibrio sp900316175	1			
Species	s__RGIG5327 sp017629515	1			
Species	s__RGIG7213 sp017556845	1			
Species	s__RUG369 sp017937685	2			
Species	s__UBA4345 sp018064855	1			
Species	s__RGIG4097 sp017500745	1			
Species	s__COE1 sp017436865	1			
Species	s__UBA1436 sp015062115	1			
Species	s__Firm-07 sp015064185	1			
Species	s__UBA1723 sp902782665	1			
Species	s__UBA1181 sp015061185	1			
Species	s__UBA1259 sp900769565	1			
Species	s__CAG-115 sp015067375	1			
Species	s__Nanosyncoccus sp017432225	1			
Species	s__Enterousia sp017450905	1			
Species	s__UBA1067 sp002351765	1			
Species	s__CAG-83 sp017937195	1			
Species	s__Akkermansia sp017471985	1			
Species	s__UBA1784 sp015061525	1			
Species	s__Alistipes sp017630245	1			
Species	s__Firm-07 sp017502975	1			
Species	s__RGIG2134 sp017409065	1			
Species	s__Cryptobacteroides sp017471965	1			
Species	s__UBA1711 sp900771365	1			
Species	s__Phocaeicola sp017416735	1			
Species	s__Bacteroides massiliensis_B	1			
Species	s__Bacteroides massiliensis_C	1			
Species	s__Firm-04 sp016291435	1			
Species	s__Acinetobacter equi	1			
Species	s__UBA1715 sp017516865	1			
Species	s__RF16 sp015061165	1			
Species	s__UMGS755 sp017507525	1			
Species	s__Cryptobacteroides sp017474265	1			
Species	s__RGIG995 sp017623475	1			
Species	s__RGIG4140 sp017647405	1			
Species	s__UBA1715 sp017642535	1			
Species	s__Prevotella sp017410365	1			
Species	s__HGM05398 sp900767385	1			
Species	s__RGIG1476 sp017632945	1			
Species	s__CAG-127 sp015057555	1			
Species	s__Alistipes sp904502075	1			
Species	s__UBA1738 sp015068545	1			
Species	s__Pseudobutyrivibrio sp017471675	1			
Species	s__RGIG1893 sp017397075	1			
Species	s__RUG099 sp017433945	1			
Species	s__Nanosyncoccus sp017404955	1			
Species	s__UMGS1279 sp015065925	1			
Species	s__Enterousia sp017503725	1			
Species	s__Faecousia sp017621795	1			
Species	s__CAG-115 sp017465665	1			
Species	s__Egerieousia sp015060245	1			
Species	s__SFWF01 sp900769775	1			
Species	s__Ruminococcus_E sp017521925	1			
Species	s__Flemingibacterium sp017407885	1			
Species	s__Alistipes sp017631285	1			
Species	s__Clostridium butyricum_B	1			
Species	s__SIG424 sp017517275	1			
Species	s__UMGS1696 sp017415325	1			
Species	s__UBA1740 sp015065175	1			
Species	s__Scatosoma sp017536305	1			
Species	s__Akkermansia sp017546445	1			
Species	s__Avelusimicrobium sp017468055	1			
Species	s__UBA6857 sp017436375	1			
Species	s__HGM04593 sp017631585	1			
Species	s__HGM04593 sp017383665	1			
Species	s__RUG806 sp017517135	1			
Species	s__Prevotella sp002372235	1			
Species	s__UBA4248 sp017464085	1			
Species	s__UBA1259 sp017456945	1			
Species	s__UBA737 sp017516965	1			
Species	s__HGM12713 sp017504545	1			
Species	s__SIG636 sp017521025	1			
Species	s__Nanosyncoccus sp017545485	1			
Species	s__Desulfovibrio sp017415765	1			
Species	s__Negativibacillus sp017439985	1			
Species	s__RGIG2000 sp015064445	1			
Species	s__UBA1259 sp017501885	1			
Species	s__SIG450 sp015068525	1			
Species	s__RGIG1918 sp017396695	1			
Species	s__Cryptobacteroides sp017561265	1			
Species	s__Sutterella wadsworthensis_A	1			
Species	s__Enterousia sp902793005	1			
Species	s__UBA6857 sp015066015	1			
Species	s__UBA3766 sp015057025	1			
Species	s__Cryptobacteroides sp017399905	1			
Species	s__Faecousia sp015067545	1			
Species	s__UBA1740 sp017938425	1			
Species	s__SIG587 sp015065935	1			
Species	s__Succinivibrio dextrinosolvens	1			
Species	s__Aeromonas salmonicida	1			
Species	s__CAG-1000 sp017473105	1			
Species	s__RUG806 sp017396895	1			
Species	s__HGM04593 sp017407905	1			
Species	s__RGIG426 sp017410585	1			
Species	s__RGIG4131 sp017828955	1			
Species	s__UBA737 sp017442225	1			
Species	s__RGIG4576 sp904501735	1			
Species	s__Chlamydophila pecorum	1			
Species	s__UBA10281 sp017396365	1			
Species	s__	17461			
Species	s__CAG-590 sp017439675	1			
Species	s__Ruminococcus_E sp017456845	1			
Species	s__Cryptobacteroides sp900320965	1			
Species	s__Egerieousia sp017625535	1			
Species	s__Acetatifactor sp015056885	1			
Species	s__Enterocola sp017646225	1			
Species	s__Enterocola sp904502115	1			
Species	s__RUG14300 sp017463565	1			
Species	s__Scatosoma sp017467265	1			
Species	s__RGIG990 sp017481725	1			
Species	s__Oxalobacter formigenes_B	1			
Species	s__Alistipes sp017555805	1			
Species	s__Acinetobacter sp009707625	1			
Species	s__Alistipes sp017507075	1			
Species	s__HGM04593 sp017503645	1			
Species	s__Alistipes sp017629615	1			
Species	s__UMGS1484 sp017439545	1			
Species	s__Akkermansia sp017521145	1			
Species	s__RGIG1828 sp017437345	1			
Species	s__RGIG7114 sp015068425	1			
Species	s__CAG-303 sp017412055	1			
Species	s__HGM04593 sp017536765	1			
Species	s__UBA1067 sp017629455	1			
Species	s__Alistipes sp017647025	1			
Species	s__Tidjanibacter sp017628675	1			
Species	s__Alistipes sp017629035	1			
Species	s__SIG307 sp017463035	1			
Species	s__SIG450 sp017554615	1			
Species	s__UMGS1326 sp017625185	1			
Species	s__Avelusimicrobium sp017501565	1			
Species	s__SIG452 sp017468465	1			
Species	s__CAG-791 sp900320335	1			
Species	s__UBA6345 sp017409005	1			
Species	s__SIG483 sp017522015	1			
Species	s__Faecousia sp015068235	1			
Species	s__RGIG6307 sp017521985	1			
Species	s__Ruminococcus sp015066875	1			
Species	s__HGM04593 sp900770655	2			
Species	s__UBA1784 sp015061685	1			
Species	s__Psychrobacillus psychrotolerans	1			
Species	s__CAZU01 sp902763535	1			
Species	s__UBA1784 sp015061605	1			
Species	s__UBA1784 sp017457065	1			
Species	s__UBA1752 sp017434845	1			
Species	s__Alistipes sp017379895	1			
Species	s__RGIG9608 sp017547145	1			
Species	s__RUG472 sp902802805	1			
Species	s__Nanosyncoccus sp002350545	1			
Species	s__RUG563 sp017437265	1			
Species	s__Alloprevotella sp017461605	1			
Species	s__RGIG4034 sp017463255	1			
Species	s__RGIG995 sp017623595	1			
Species	s__HGM04593 sp017936265	1			
Species	s__Alistipes sp017398695	1			
Species	s__UBA737 sp015066005	1			
Species	s__Limivicinus sp900319275	1			
Species	s__Enterousia sp017443235	1			
Species	s__UBA1752 sp017516825	1			
Species	s__SIG693 sp017407835	1			
Species	s__UBA4372 sp017503065	1			
Species	s__Cryptobacteroides sp015060395	1			
Species	s__Alistipes sp017623115	1			
Species	s__Ruminobacter sp017940385	1			
Species	s__Ruminococcus_E sp900316435	1			
Species	s__UBA1259 sp017503265	1			
Species	s__Alistipes sp017424405	1			
Species	s__RGIG4130 sp017466885	1			
Species	s__RGIG6178 sp017517765	1			
Species	s__Victivallis sp017466125	1			
Species	s__CAG-452 sp015056485	1			
Species	s__CAZU01 sp015062585	1			
Species	s__Barnesiella_A sp017561285	1			
Species	s__SIG640 sp015064885	1			
Species	s__RGIG4097 sp017461985	1			
Species	s__Ruminococcus_E sp017473955	1			
Species	s__Acetobacter sp017413025	1			
Species	s__SIG307 sp017503735	1			
Species	s__UBA7185 sp017622155	1			
Species	s__Akkermansia sp017549485	1			
Species	s__Alistipes sp017383445	1			
Species	s__Faecousia sp017399325	1			
Species	s__CAZU01 sp015062235	1			
Species	s__UBA737 sp904501875	1			
Species	s__Ruminococcus sp017397925	1			
Species	s__Scatosoma sp015055545	1			
Species	s__Alistipes sp017631055	1			
Species	s__RGIG2220 sp017407305	1			
Species	s__Campylobacter sp002139875	1			
Species	s__UBA8612 sp017399065	1			
Species	s__UBA2922 sp902802565	1			
Species	s__UBA4363 sp017646805	1			
Species	s__Faecousia sp017481325	1			
Species	s__Enterousia sp902793435	1			
Species	s__Alistipes sp017628735	1			
Species	s__FD2005 sp000702525	1			
Species	s__Sodaliphilus sp018065815	1			
Species	s__SIG575 sp017520635	1			
Species	s__CAG-390 sp017522125	1			
Species	s__RGIG6639 sp017527495	1			
Species	s__RGIG4608 sp017531925	1			
Species	s__RF16 sp017391525	1			
Species	s__UBA1436 sp900315795	1			
Species	s__UMGS1883 sp015069065	1			
Species	s__UBA1227 sp018065925	1			
Species	s__Limimorpha sp015061365	1			
Species	s__Ruminococcus sp017513795	1			
Species	s__UBA1189 sp017424485	1			
Species	s__Pseudobutyrivibrio sp000621865	1			
Species	s__Egerieousia sp017631435	1			
Species	s__Alistipes sp015059785	1			
Species	s__Fibrobacter sp900143055	1			
Species	s__Cryptobacteroides sp017472115	1			
Species	s__Merdimorpha sp017620815	1			
Species	s__Ruminococcus sp017461395	1			
Species	s__Ruminococcus_C sp017623515	1			
Species	s__Bacteroides congonensis	1			
Species	s__HGM04593 sp017554605	1			
Species	s__RGIG2000 sp017420755	1			
Species	s__UBA1259 sp017648525	1			
Species	s__RUG12999 sp017396395	1			
Species	s__UBA1757 sp017468435	1			
Species	s__SIG701 sp017502135	1			
Species	s__Faecousia sp017437095	1			
Species	s__Fimimonas sp017409765	1			
Species	s__RGIG9079 sp015061245	1			
Species	s__SIG603 sp015065615	1			
Species	s__Aphodousia sp017383055	1			
Species	s__RGIG6353 sp017439965	1			
Species	s__UBA1231 sp017501465	1			
Species	s__Phocaeicola_A sp017472905	1			
Species	s__Egerieousia sp017380095	1			
Species	s__RUG806 sp017625435	1			
Species	s__UBA8612 sp017382015	1			
Species	s__AC2028 sp002317155	1			
Species	s__RGIG3096 sp017407205	1			
Species	s__Aphodousia sp017646335	1			
Species	s__UBA1066 sp900317515	1			
Species	s__UBA3637 sp015062245	1			
Species	s__Scatosoma sp017626305	1			
Species	s__Alistipes sp017547175	1			
Species	s__Ruminococcus sp017624895	1			
Species	s__RGIG8782 sp017620845	1			
Species	s__Ruminococcus sp017543335	1			
Species	s__CAG-194 sp017461865	1			
Species	s__Scatosoma sp017482415	1			
Species	s__RGIG1711 sp017416145	1			
Species	s__UMGS1883 sp017411435	1			
Species	s__Avigastranaerophilus sp017396025	1			
Species	s__Alistipes sp017559615	1			
Species	s__UBA4372 sp017631315	1			
Species	s__UBA6857 sp017397845	1			
Species	s__UBA1740 sp017481225	1			
Species	s__UBA737 sp904502215	1			
Species	s__UBA1436 sp900319325	1			
Species	s__RGIG8767 sp017621115	1			
Species	s__Egerieisoma sp017560765	1			
Species	s__Alistipes sp017463585	1			
Species	s__Acinetobacter sp001647535	1			
Species	s__RGIG3009 sp017440765	1			
Species	s__HGM04593 sp017481875	1			
Species	s__HGM04593 sp017507105	1			
Species	s__CAG-177 sp017630695	1			
Species	s__Nanosyncoccus sp017941835	1			
Species	s__Enterousia sp017409215	1			
Species	s__Enterousia sp017937735	1			
Species	s__UBA1765 sp017631885	1			
Species	s__UBA737 sp017513195	1			
Species	s__Sodaliphilus sp902761475	1			
Species	s__RGIG4097 sp017507205	1			
Species	s__Ruminococcus sp015066955	1			
Species	s__UBA4334 sp904501945	1			
Species	s__Pradoshia eiseniae	1			
Species	s__Limimorpha sp017381865	1			
Species	s__UBA1784 sp015061725	1			
Species	s__RGIG8745 sp017466965	1			
Species	s__UBA1711 sp900317125	1			
Species	s__Faecousia sp017624645	1			
Species	s__Caccoplasma sp017559955	1			
Species	s__RUG14199 sp015063695	1			
Species	s__Enterousia sp017383325	1			
Species	s__RUG12395 sp017436885	1			
Species	s__RGIG3566 sp017501805	1			
Species	s__SFHK01 sp016296675	1			
Species	s__RGIG3009 sp017434985	1			
Species	s__QHMH01 sp017476325	1			
Species	s__GCA-900199385 sp017512985	1			
Species	s__Firm-07 sp017505785	1			
Species	s__UMGS1865 sp017379815	1			
Species	s__CAZU01 sp017457005	1			
Species	s__Phocaeicola_A sp017451645	1			
Species	s__SIG636 sp017397805	1			
Species	s__DTU089 sp017521425	1			
Species	s__UBA1752 sp015064955	1			
Species	s__Acetatifactor sp017513625	1			
Species	s__CAG-390 sp017632155	1			
Species	s__CAG-448 sp015064685	1			
Species	s__SIG685 sp015063985	1			
Species	s__HGM04593 sp015060905	1			
Species	s__Barnesiella_A sp017410245	1			
Species	s__UBA4372 sp017547165	1			
Species	s__DTU089 sp015066225	1			
Species	s__SIG636 sp017531625	1			
Species	s__UBA6857 sp017517865	1			
Species	s__Alistipes sp017623505	1			
Species	s__Alistipes sp015060065	1			
Species	s__RGIG4140 sp017466695	1			
Species	s__HGM11412 sp017504165	1			
Species	s__Cryptobacteroides sp904501835	1			
Species	s__HGM12713 sp015063655	1			
Species	s__RGIG1911 sp017533425	1			
Species	s__UBA1737 sp017398545	1			
Species	s__UBA1213 sp902786345	1			
Species	s__Caccovivens sp017452445	1			
Species	s__Ruminococcus_E sp900316555	1			
Species	s__Phocaeicola sp017420875	1			
Species	s__Nanosyncoccus sp017455145	1			
Species	s__CAG-127 sp015057445	1			
Species	s__RGIG8709 sp017622215	1			
Species	s__HGM12713 sp015063305	1			
Species	s__Prevotella sp017941345	1			
Species	s__Bifidobacterium longum	1			
Species	s__Egerieousia sp015060445	1			
Species	s__Caccoplasma sp017416695	1			
Species	s__RGIG4079 sp017409345	1			
Species	s__Enterousia sp015062445	1			
Species	s__SIG78 sp017504585	1			
Species	s__UBA1259 sp017558105	1			
Species	s__CAG-303 sp017935565	1			
Species	s__Butyrivibrio sp015056495	1			
Species	s__RGIG2000 sp017456685	1			
Species	s__UMGS1279 sp017410605	1			
Species	s__Onthomorpha sp017647785	1			
Species	s__RGIG2945 sp017442445	1			
Species	s__Alistipes sp017631135	1			
Species	s__HGM12619 sp017441125	1			
Species	s__Cryptobacteroides sp017549505	2			
Species	s__Fimimonas sp017500855	1			
Species	s__Tidjanibacter sp017936605	1			
Species	s__UBA1784 sp017628235	1			
Species	s__UBA4644 sp017521295	1			
Species	s__CAG-95 sp017938315	1			
Species	s__RUG191 sp905234525	1			
Species	s__UBA4372 sp017548165	1			
Species	s__RGIG2000 sp017501545	1			
Species	s__Ruminococcus_E sp900313865	1			
Species	s__Alistipes sp017410165	1			
Species	s__UBA1425 sp017397655	1			
Species	s__Tidjanibacter sp017630115	1			
Species	s__Tidjanibacter sp017379955	1			
Species	s__UBA2804 sp016284235	1			
Species	s__Alistipes sp015059865	1			
Species	s__RF16 sp017558065	1			
Species	s__UMGS1484 sp017556785	1			
Species	s__UBA5905 sp017442265	1			
Species	s__RGIG4131 sp017536405	1			
Species	s__RGIG9608 sp017648235	2			
Species	s__Ruminococcus_F sp015066905	1			
Species	s__UBA1712 sp018064425	1			
Species	s__Scatosoma sp017415505	1			
Species	s__Scatosoma sp017504465	1			
Species	s__Alistipes sp017558115	1			
Species	s__Agathobacter sp017936725	1			
Species	s__HGM04593 sp904502185	1			
Species	s__SIG710 sp015063495	1			
Species	s__Alistipes sp900770635	1			
Species	s__RUG191 sp015057165	1			
Species	s__Avispirillum sp015065395	1			
Species	s__SFDP01 sp017520155	1			
Species	s__Saccharofermentans sp017428155	1			
Species	s__Nanosyncoccus sp017962365	1			
Species	s__Solibacillus sp014836935	1			
Species	s__RGIG3102 sp017435045	1			
Species	s__Treponema_D sp017934745	1			
Species	s__Zag111 sp017472545	1			
Species	s__NK4A136 sp015057055	1			
Species	s__UBA4372 sp017379075	1			
Species	s__Alistipes sp017654125	1			
Species	s__Faecousia sp017397565	1			
Species	s__UBA1737 sp015059015	1			
Species	s__HGM11412 sp015055525	1			
Species	s__RGIG4131 sp017466865	1			
Species	s__RGIG2163 sp017408525	1			
Species	s__SIG588 sp015065885	1			
Species	s__CAG-448 sp017411745	1			
Species	s__RGIG1743 sp017399105	1			
Species	s__Alistipes sp017481925	1			
Species	s__Agathobacter sp017409825	1			
Species	s__Barnesiella_A sp017531985	1			
Species	s__UBA7867 sp017468205	1			
Species	s__CAG-448 sp017504625	1			
Species	s__Faecalibacterium prausnitzii_I	1			
Species	s__E4-60 sp018065065	1			
Species	s__UBA1752 sp017629895	1			
Species	s__RGIG1666 sp017416985	1			
Species	s__SIG440 sp017409575	1			
Species	s__Akkermansia sp017415555	1			
Species	s__UMGS755 sp015068555	1			
Species	s__Phocaeicola sp017503235	1			
Species	s__HGM04593 sp017547205	1			
Species	s__RUG410 sp902788365	1			
Species	s__Anaerobutyricum sp904502145	1			
Species	s__UBA4372 sp017628845	1			
Species	s__HGM04593 sp017536695	1			
Species	s__Egerieousia sp017935505	1			
Species	s__Ruminiclostridium_E sp017625405	1			
Species	s__Scatosoma sp017505465	1			
Species	s__RGIG1864 sp017408205	1			
Species	s__DTU089 sp017937865	1			
Species	s__GCA-900199385 sp015056205	1			
Species	s__RUG806 sp017416485	1			
Species	s__RGIG6463 sp017532485	1			
Species	s__Faecousia sp015068165	1			
Species	s__CAG-791 sp902785055	1			
Species	s__RUG369 sp017435375	1			
Species	s__UBA1784 sp015061805	1			
Species	s__SIG565 sp017436255	1			
Species	s__Acetatifactor sp017397645	1			
Species	s__RGIG8597 sp017624275	1			
Species	s__Sodaliphilus sp017449785	1			
Species	s__RGIG4266 sp017461465	1			
Species	s__RUG420 sp900317985	1			
Species	s__Alistipes sp017501625	1			
Species	s__HGM12713 sp900770605	1			
Species	s__UBA2813 sp902774905	1			
Species	s__UBA737 sp015066515	1			
Species	s__Akkermansia sp904501975	1			
Species	s__Prevotella sp018065415	1			
Species	s__HGM12713 sp017503865	1			
Species	s__Phocaeicola sp015060765	1			
Species	s__RGIG3701 sp017939795	1			
Species	s__RGIG3925 sp017455975	1			
Species	s__RUG695 sp900321495	1			
Species	s__DTU089 sp015066345	1			
Species	s__Ruminococcus_E sp017457155	1			
Species	s__Ruminococcus_B gnavus	1			
Species	s__Enterousia sp017513285	1			
Species	s__JAGCJX01 sp017647795	1			
Species	s__RUG563 sp017397895	1			
Species	s__RGIG6449 sp017533005	1			
Species	s__CAG-590 sp017622535	1			
Species	s__Prevotella sp002342665	1			
Species	s__Scatosoma sp015069565	1			
Species	s__Alistipes sp017442365	1			
Species	s__CAG-127 sp015057525	1			
Species	s__RGIG8050 sp017623705	1			
Species	s__RGIG7300 sp017398145	1			
Species	s__UBA4372 sp017381015	1			
Species	s__SIG644 sp015064805	1			
Species	s__Scatosoma sp015069295	1			
Species	s__RUG11130 sp017440665	1			
Species	s__Alistipes sp904502005	1			
Species	s__UBA1723 sp016283095	1			
Species	s__Cryptobacteroides sp015060205	1			
Species	s__RGIG6154 sp017410375	1			
Species	s__RUG806 sp015065425	1			
Species	s__GCA-900199385 sp017652125	1			
Species	s__UBA7862 sp017523305	1			
Species	s__SIG598 sp017936365	1			
Species	s__RGIG1934 sp017396555	1			
Species	s__RGIG4079 sp017424575	1			
Species	s__Gallimonas sp017621735	1			
Species	s__Enterousia sp015062525	1			
Species	s__UBA4636 sp017407325	1			
Species	s__Alistipes sp017631255	1			
Species	s__Cryptobacteroides sp017937885	1			
Species	s__Alistipes finegoldii	1			
Species	s__UBA3855 sp015066845	1			
Species	s__RF16 sp017938155	1			
Species	s__SFHK01 sp017522345	1			
Species	s__UBA1784 sp017507125	1			
Species	s__HGM04593 sp017546635	1			
Species	s__Akkermansia sp017435505	1			
Species	s__Ruminococcus_E sp017411835	1			
Species	s__UMGS1668 sp017399625	1			
Species	s__Firm-16 sp018064475	1			
Species	s__Alistipes sp017384185	1			
Species	s__HGM04593 sp900769765	1			
Species	s__UBA3855 sp017462785	1			
Species	s__Limimorpha sp015061295	1			
Species	s__RGIG4079 sp017520235	1			
Species	s__Alistipes sp017536555	1			
Species	s__UBA7488 sp002477185	1			
Species	s__Saccharofermentans sp017427465	1			
Species	s__Alistipes sp015059905	1			
Species	s__UBA2862 sp017432405	1			
Species	s__Acetatifactor sp017522685	1			
Species	s__Onthomorpha sp002358835	1			
Species	s__Sodaliphilus sp018065165	1			
Species	s__CAG-448 sp017483305	1			
Species	s__Egerieisoma sp017522515	1			
Species	s__Spyradosoma sp017531845	1			
Species	s__UBA636 sp900321955	1			
Species	s__Avispirillum sp017520365	1			
Species	s__UBA1254 sp017645485	1			
Species	s__RUG11200 sp017396145	1			
Species	s__SIG440 sp015068845	1			
Species	s__Scatosoma sp904501815	1			
Species	s__Scatenecus sp017559905	1			
Species	s__UBA4334 sp002353215	1			
Species	s__CAG-127 sp017938485	1			
Species	s__DTU089 sp017501865	1			
Species	s__UBA1784 sp017504435	1			
Species	s__UBA3839 sp017483765	1			
Species	s__SIG622 sp015065225	1			
Species	s__Avispirillum sp017623255	1			
Species	s__SIG78 sp015061885	1			
Species	s__RGIG6429 sp017533545	1			
Species	s__SIG672 sp017466445	1			
Species	s__Cryptobacteroides sp017550025	1			
Species	s__UBA1259 sp017397305	1			
Species	s__UBA1756 sp016290715	1			
Species	s__RGIG7107 sp017538895	1			
Species	s__UMGS755 sp015068905	1			
Species	s__SIG480 sp017439555	1			
Species	s__SIG78 sp015061575	1			
Species	s__RGIG1896 sp017397025	1			
Species	s__UBA5905 sp017398485	1			
Species	s__UBA1752 sp015063885	1			
Species	s__UBA737 sp900769375	1			
Species	s__Spyradenecus sp017646485	1			
Species	s__UBA1776 sp017457105	1			
Species	s__Avidehalobacter sp017398165	1			
Species	s__Lachnospira multipara	1			
Species	s__UBA1067 sp017629735	1			
Species	s__UBA7477 sp017848055	1			
Species	s__RUG191 sp900316395	1			
Species	s__Prevotella sp900314755	1			
Species	s__Ruminococcus_E sp017471345	1			
Species	s__UBA3824 sp017394445	1			
Species	s__Limosilactobacillus mucosae	1			
Species	s__UBA1754 sp015061145	1			
Species	s__RGIG4607 sp017473265	1			
Species	s__Limosilactobacillus equigenerosi	1			
Species	s__Firm-04 sp017532085	1			
Species	s__UBA1740 sp015063765	1			
Species	s__Acetatifactor sp904501885	1			
Species	s__UBA1740 sp017508665	1			
Species	s__Prevotella sp900315525	1			
Species	s__Cryptobacteroides sp900767375	1			
Species	s__Enterousia sp017549445	1			
Species	s__Egerieousia sp017555925	1			
Species	s__Scatosoma sp017453145	1			
Species	s__Psychrobacillus sp012843435	1			
