Rank	Taxon	Counts
Species	s__Tidjanibacter sp017466345	1
Species	s__Tidjanibacter sp017503805	1
Species	s__Tidjanibacter sp017521965	1
Species	s__Tidjanibacter sp017628305	1
Species	s__Tidjanibacter sp017628675	1
Species	s__Tidjanibacter sp017630115	1
Species	s__Tidjanibacter sp017631375	1
Species	s__Tidjanibacter sp017935385	1
Species	s__Tidjanibacter sp017936005	2
Species	s__Tidjanibacter sp017936605	1
Species	s__Treponema_D bryantii_D	1
Species	s__Treponema_D sp002309195	1
Species	s__Treponema_D sp002373205	1
Species	s__Treponema_D sp002373325	1
Species	s__Treponema_D sp017622055	1
Species	s__Treponema_D sp017934745	1
Species	s__Treponema_D sp017938365	1
Species	s__Treponema_D sp024400915	1
Species	s__Treponema_D sp024402475	1
Species	s__Treponema_D sp900767955	1
Species	s__Treponema_F sp016294105	1
Species	s__Treponema_F sp017622135	1
Species	s__Treponema_F sp017629095	1
Species	s__Treponema_F sp017646305	1
Species	s__Treponema_F sp017936345	1
Species	s__UB1719 sp024408565	1
Species	s__UBA10281 sp017396365	1
Species	s__UBA10281 sp017503885	1
Species	s__UBA10281 sp017504655	1
Species	s__UBA1066 sp900317515	1
Species	s__UBA1066 sp902776305	1
Species	s__UBA1067 sp002351765	1
Species	s__UBA1067 sp002449695	1
Species	s__UBA1067 sp017403825	1
Species	s__UBA1067 sp017418445	1
Species	s__UBA1067 sp017507065	1
Species	s__UBA1067 sp017508315	1
Species	s__UBA1067 sp017520845	1
Species	s__UBA1067 sp017628025	1
Species	s__UBA1067 sp017628165	1
Species	s__UBA1067 sp017629455	1
Species	s__UBA1067 sp017629735	1
Species	s__UBA1067 sp017631385	1
Species	s__UBA1067 sp017648225	1
Species	s__UBA1067 sp902799955	1
Species	s__UBA1067 sp902800055	1
Species	s__UBA1067 sp904502135	1
Species	s__UBA10677 sp017623435	1
Species	s__UBA1081 sp017549285	1
Species	s__UBA1081 sp017549665	1
Species	s__UBA11452 sp017646015	1
Species	s__UBA11475 sp017646555	1
Species	s__UBA11512 sp017465885	1
Species	s__UBA11512 sp017935195	1
Species	s__UBA11524 sp015056085	1
Species	s__UBA11524 sp017397765	1
Species	s__UBA11524 sp017513475	1
Species	s__UBA11524 sp017936765	1
Species	s__UBA1174 sp016281355	1
Species	s__UBA1174 sp900556855	1
Species	s__UBA1179 sp017556585	1
Species	s__UBA1179 sp017647575	1
Species	s__UBA1179 sp018065615	1
Species	s__UBA1179 sp024398555	1
Species	s__UBA1179 sp024398615	1
Species	s__UBA1179 sp024398665	1
Species	s__UBA1179 sp024398695	1
Species	s__UBA1179 sp024398715	1
Species	s__UBA1179 sp024398755	1
Species	s__UBA1179 sp024398785	1
Species	s__UBA1179 sp900318995	1
Species	s__UBA1181 sp015061185	1
Species	s__UBA1181 sp017630395	1
Species	s__UBA1181 sp024401435	1
Species	s__UBA1181 sp024401515	1
Species	s__UBA1181 sp024401555	1
Species	s__UBA1181 sp900769555	1
Species	s__UBA1189 sp015060865	1
Species	s__UBA1189 sp017465905	1
Species	s__UBA1189 sp017517925	1
Species	s__UBA1189 sp017520935	1
Species	s__UBA1189 sp017555875	1
Species	s__UBA1189 sp017622495	1
Species	s__UBA1203 sp017500825	1
Species	s__UBA1213 sp020627425	1
Species	s__UBA1213 sp902786345	1
Species	s__UBA1217 sp002371315	1
Species	s__UBA1217 sp017429685	1
Species	s__UBA1217 sp017522065	1
Species	s__UBA1227 sp018064455	1
Species	s__UBA1227 sp018065925	1
Species	s__UBA1231 sp904502205	1
Species	s__UBA1240 sp001603145	1
Species	s__UBA1240 sp024402455	1
Species	s__UBA1240 sp024402495	1
Species	s__UBA1254 sp017645485	1
Species	s__UBA1254 sp017963715	1
Species	s__UBA1254 sp902767055	1
Species	s__UBA1259 sp015055725	1
Species	s__UBA1259 sp015055805	1
Species	s__UBA1259 sp015055945	1
Species	s__UBA1259 sp015069265	1
Species	s__UBA1259 sp015069425	1
Species	s__UBA1259 sp015069465	1
Species	s__UBA1259 sp017397305	1
Species	s__UBA1259 sp017414525	1
Species	s__UBA1259 sp017456945	1
Species	s__UBA1259 sp017501885	1
Species	s__UBA1259 sp017502525	1
Species	s__UBA1259 sp017503265	1
Species	s__UBA1259 sp017558105	1
Species	s__UBA1259 sp017621955	1
Species	s__UBA1259 sp017631725	1
Species	s__UBA1259 sp017648525	1
Species	s__UBA1259 sp900769565	1
Species	s__UBA1259 sp900771345	1
Species	s__UBA1259 sp904501795	1
Species	s__UBA1417 sp017623855	1
Species	s__UBA1425 sp017397655	1
Species	s__UBA1436 sp015062115	1
Species	s__UBA1436 sp900315795	1
Species	s__UBA1436 sp900319325	1
Species	s__UBA1436 sp900319885	1
Species	s__UBA1436 sp902761975	1
Species	s__UBA1711 sp002373995	1
Species	s__UBA1711 sp016280915	1
Species	s__UBA1711 sp017501495	1
Species	s__UBA1711 sp017522105	1
Species	s__UBA1711 sp018066145	1
Species	s__UBA1711 sp024400505	1
Species	s__UBA1711 sp024400545	1
Species	s__UBA1711 sp024400665	1
Species	s__UBA1711 sp900314925	1
Species	s__UBA1711 sp900771365	1
Species	s__UBA1712 sp018064425	1
Species	s__UBA1715 sp002317135	1
Species	s__UBA1715 sp017516865	1
Species	s__UBA1723 sp002371265	1
Species	s__UBA1723 sp002392915	1
Species	s__UBA1723 sp016283095	1
Species	s__UBA1723 sp024401565	1
Species	s__UBA1723 sp902782665	1
Species	s__UBA1731 sp015061765	1
Species	s__UBA1731 sp017521065	1
Species	s__UBA1731 sp017936245	1
Species	s__UBA1737 sp015059015	1
Species	s__UBA1737 sp017398545	1
Species	s__UBA1737 sp017937305	1
Species	s__UBA1740 sp015063385	1
Species	s__UBA1740 sp015063765	1
Species	s__UBA1740 sp015064745	1
Species	s__UBA1740 sp017397205	1
Species	s__UBA1740 sp017410065	1
Species	s__UBA1740 sp017456985	1
Species	s__UBA1740 sp017462485	1
Species	s__UBA1740 sp017463765	1
Species	s__UBA1740 sp017467165	1
Species	s__UBA1740 sp017472305	1
Species	s__UBA1740 sp017501175	2
Species	s__UBA1740 sp017503105	1
Species	s__UBA1740 sp017504405	1
Species	s__UBA1740 sp017556685	1
Species	s__UBA1740 sp017621415	1
Species	s__UBA1740 sp017621755	1
Species	s__UBA1740 sp017936565	1
Species	s__UBA1740 sp017938205	1
Species	s__UBA1740 sp017938425	1
Species	s__UBA1740 sp024404975	1
Species	s__UBA1752 sp015063885	1
Species	s__UBA1752 sp015064955	1
Species	s__UBA1752 sp015065165	1
Species	s__UBA1752 sp017397605	1
Species	s__UBA1752 sp017434845	1
Species	s__UBA1752 sp017466805	1
Species	s__UBA1752 sp017501055	1
Species	s__UBA1752 sp017516825	1
Species	s__UBA1752 sp017560145	1
Species	s__UBA1752 sp017561145	1
Species	s__UBA1752 sp017563195	1
Species	s__UBA1752 sp017629175	1
Species	s__UBA1752 sp017629895	1
Species	s__UBA1752 sp018065365	1
Species	s__UBA1754 sp015061145	1
Species	s__UBA1755 sp018066045	1
Species	s__UBA1756 sp016290715	1
Species	s__UBA1756 sp017506175	1
Species	s__UBA1756 sp024400775	1
Species	s__UBA1757 sp017380635	1
Species	s__UBA1757 sp017468435	1
Species	s__UBA1762 sp017472965	1
Species	s__UBA1765 sp002314675	1
Species	s__UBA1765 sp017625775	1
Species	s__UBA1765 sp017631885	1
Species	s__UBA1776 sp017457105	1
Species	s__UBA1784 sp015061605	1
Species	s__UBA1784 sp015061615	1
Species	s__UBA1784 sp015061685	1
Species	s__UBA1784 sp015061725	1
Species	s__UBA1784 sp015061745	1
Species	s__UBA1784 sp015061775	1
Species	s__UBA1784 sp015061805	1
Species	s__UBA1784 sp015061815	1
Species	s__UBA1784 sp015061865	1
Species	s__UBA1784 sp017457065	1
Species	s__UBA1784 sp017462015	1
Species	s__UBA1784 sp017504435	1
Species	s__UBA1784 sp017507125	1
Species	s__UBA1784 sp017508015	1
Species	s__UBA1784 sp017508135	1
Species	s__UBA1784 sp017508385	1
Species	s__UBA1786 sp018065565	1
Species	s__UBA1786 sp024398405	1
Species	s__UBA1786 sp024398435	1
Species	s__UBA1786 sp024398475	1
Species	s__UBA1786 sp900771425	1
Species	s__UBA2804 sp016284235	1
Species	s__UBA2804 sp900319705	1
Species	s__UBA2813 sp902774905	1
Species	s__UBA2834 sp017418275	1
Species	s__UBA2834 sp024402845	1
Species	s__UBA2862 sp017432405	1
Species	s__UBA2903 sp024413465	1
Species	s__UBA2922 sp902802565	1
Species	s__UBA2922 sp904501855	1
Species	s__UBA2922 sp905236515	1
Species	s__UBA3054 sp017539325	1
Species	s__UBA3207 sp024408085	1
Species	s__UBA3263 sp015061005	1
Species	s__UBA3637 sp015062245	1
Species	s__UBA3766 sp015056945	1
Species	s__UBA3766 sp015057025	1
Species	s__UBA3766 sp017473905	1
Species	s__UBA3766 sp017624855	1
Species	s__UBA3766 sp024403275	1
Species	s__UBA3766 sp024403285	1
Species	s__UBA3766 sp900313265	1
Species	s__UBA3792 sp902789675	1
Species	s__UBA3792 sp902792295	1
Species	s__UBA3824 sp017394445	1
Species	s__UBA3824 sp024401025	1
Species	s__UBA3824 sp024413595	1
Species	s__UBA3839 sp002393575	1
Species	s__UBA3839 sp017483765	1
Species	s__UBA3855 sp015066665	1
Species	s__UBA3855 sp015066845	1
Species	s__UBA3855 sp015066865	1
Species	s__UBA3855 sp017462785	1
Species	s__UBA3855 sp017521325	1
Species	s__UBA4248 sp017464085	1
Species	s__UBA4248 sp017629415	1
Species	s__UBA4293 sp002395835	1
Species	s__UBA4293 sp018065125	1
Species	s__UBA4334 sp002353215	1
Species	s__UBA4334 sp017507385	1
Species	s__UBA4334 sp018064505	1
Species	s__UBA4334 sp024401215	1
Species	s__UBA4334 sp024401225	1
Species	s__UBA4334 sp904501945	1
Species	s__UBA4345 sp018064855	1
Species	s__UBA4345 sp024401615	1
Species	s__UBA4345 sp024401645	1
Species	s__UBA4363 sp002393965	1
Species	s__UBA4363 sp017446585	1
Species	s__UBA4363 sp017646805	1
Species	s__UBA4363 sp017937025	1
Species	s__UBA4372 sp002395775	1
Species	s__UBA4372 sp017379075	1
Species	s__UBA4372 sp017381015	1
Species	s__UBA4372 sp017461345	1
Species	s__UBA4372 sp017466325	1
Species	s__UBA4372 sp017503065	1
Species	s__UBA4372 sp017547165	1
Species	s__UBA4372 sp017548165	1
Species	s__UBA4372 sp017622815	1
Species	s__UBA4372 sp017628845	1
Species	s__UBA4372 sp017631315	1
Species	s__UBA4372 sp017935785	1
Species	s__UBA4372 sp024401165	1
Species	s__UBA4372 sp024401185	1
Species	s__UBA4372 sp900770805	1
Species	s__UBA4372 sp902801325	1
Species	s__UBA4636 sp017399185	1
Species	s__UBA4636 sp017407325	1
Species	s__UBA4636 sp017507595	1
Species	s__UBA4644 sp017521295	1
Species	s__UBA4644 sp017620505	1
Species	s__UBA4717 sp015064205	1
Species	s__UBA4717 sp017411885	1
Species	s__UBA4951 sp024408335	1
Species	s__UBA5489 sp017408305	1
Species	s__UBA5905 sp017398485	1
Species	s__UBA5905 sp017423825	1
Species	s__UBA5905 sp017435305	1
Species	s__UBA5905 sp017440755	1
Species	s__UBA5905 sp017442265	1
Species	s__UBA5905 sp904501705	1
Species	s__UBA6345 sp017409005	1
Species	s__UBA6345 sp017503005	1
Species	s__UBA636 sp017404205	1
Species	s__UBA636 sp017515475	1
Species	s__UBA636 sp900321955	1
Species	s__UBA6857 sp015066015	1
Species	s__UBA6857 sp015066045	1
Species	s__UBA6857 sp015066105	1
Species	s__UBA6857 sp017396515	1
Species	s__UBA6857 sp017397845	1
Species	s__UBA6857 sp017425745	1
Species	s__UBA6857 sp017435665	1
Species	s__UBA6857 sp017436375	1
Species	s__UBA6857 sp017517865	1
Species	s__UBA6857 sp017522205	1
Species	s__UBA6857 sp024404055	1
Species	s__UBA710 sp017511585	1
Species	s__UBA7185 sp017383785	1
Species	s__UBA7185 sp017387265	1
Species	s__UBA7185 sp017399005	1
Species	s__UBA7185 sp017622155	1
Species	s__UBA737 sp015065725	1
Species	s__UBA737 sp015066005	1
Species	s__UBA737 sp015066095	2
Species	s__UBA737 sp015066445	1
Species	s__UBA737 sp015066515	1
Species	s__UBA737 sp017403065	1
Species	s__UBA737 sp017416285	1
Species	s__UBA737 sp017437005	1
Species	s__UBA737 sp017439585	1
Species	s__UBA737 sp017439845	1
Species	s__UBA737 sp017441045	1
Species	s__UBA737 sp017442225	1
Species	s__UBA737 sp017502965	1
Species	s__UBA737 sp017503305	1
Species	s__UBA737 sp017513195	1
Species	s__UBA737 sp017516965	1
Species	s__UBA737 sp017549565	1
Species	s__UBA737 sp017622555	1
Species	s__UBA737 sp017623315	1
Species	s__UBA737 sp017624675	1
Species	s__UBA737 sp024404195	1
Species	s__UBA737 sp900768035	1
Species	s__UBA737 sp900769375	1
Species	s__UBA737 sp904501875	1
Species	s__UBA737 sp904502215	1
Species	s__UBA738 sp018065965	1
Species	s__UBA7477 sp017396665	1
Species	s__UBA7477 sp017848055	1
Species	s__UBA7488 sp002477185	1
Species	s__UBA7862 sp017523305	1
Species	s__UBA7867 sp017622115	1
Species	s__UBA8612 sp017382015	1
Species	s__UBA8612 sp017399065	1
Species	s__UBA8612 sp017410325	1
Species	s__UBA8612 sp017416765	1
Species	s__UBA8612 sp017516485	1
Species	s__UBA8612 sp017521365	1
Species	s__UBA8612 sp017625095	1
Species	s__UBA940 sp015060105	1
Species	s__UBA940 sp017464745	1
Species	s__UBA940 sp017936385	1
Species	s__UBA9786 sp902785705	1
Species	s__UMGS1279 sp015065925	1
Species	s__UMGS1279 sp017382915	1
Species	s__UMGS1279 sp017397065	1
Species	s__UMGS1279 sp017410605	1
Species	s__UMGS1279 sp017436225	1
Species	s__UMGS1279 sp017622415	1
Species	s__UMGS1279 sp017623575	1
Species	s__UMGS1307 sp017436675	1
Species	s__UMGS1322 sp015069575	1
Species	s__UMGS1322 sp017502165	1
Species	s__UMGS1387 sp017620655	1
Species	s__UMGS1484 sp017439545	1
Species	s__UMGS1484 sp017474205	1
Species	s__UMGS1484 sp017556785	1
Species	s__UMGS1491 sp017414725	1
Species	s__UMGS1668 sp015067125	1
Species	s__UMGS1668 sp017399625	1
Species	s__UMGS1668 sp017399765	1
Species	s__UMGS1668 sp017468365	1
Species	s__UMGS1668 sp017521825	1
Species	s__UMGS1668 sp018110905	1
Species	s__UMGS1696 sp015063745	1
Species	s__UMGS1696 sp015065295	1
Species	s__UMGS1696 sp017398585	1
Species	s__UMGS1696 sp017415325	1
Species	s__UMGS1696 sp017935805	1
Species	s__UMGS172 sp904501685	1
Species	s__UMGS1820 sp017436135	1
Species	s__UMGS1865 sp017379815	1
Species	s__UMGS1865 sp017507905	1
Species	s__UMGS1865 sp900769475	1
Species	s__UMGS1883 sp015069065	1
Species	s__UMGS1883 sp017411435	1
Species	s__UMGS1883 sp017441965	1
Species	s__UMGS1976 sp017381515	1
Species	s__UMGS1976 sp017383985	1
Species	s__UMGS1976 sp900769535	1
Species	s__UMGS731 sp015064725	1
Species	s__UMGS755 sp015068555	1
Species	s__UMGS755 sp015068855	1
Species	s__UMGS755 sp015068905	1
Species	s__UMGS755 sp017507525	1
Species	s__Vescimonas sp017415775	1
Species	s__Victivallis sp017466125	1
Species	s__W3P20-009 sp024401295	1
Species	s__W3P20-009 sp024401335	1
Species	s__W3P20-009 sp024401355	1
Species	s__W3P20-009 sp024401365	1
Species	s__W3P20-009 sp024401395	1
Species	s__W3P20-009 sp024401415	1
Species	s__Wujia sp015057445	1
Species	s__Wujia sp015057525	1
Species	s__Wujia sp015057555	1
Species	s__Wujia sp017463225	1
Species	s__Wujia sp017517305	1
Species	s__Wujia sp017625335	1
Species	s__Wujia sp017625815	1
Species	s__Wujia sp017938485	1
Species	s__Zag111 sp017472545	1
Species	s__Zag111 sp017536545	1
