SGB_ID,MAGs_in_SGB,Yak_MAGs,Antelope_MAGs,Ass_MAGs,Cattle_MAGs,Horse_MAGs,Sheep_MAGs,Representative_genome,Quality,Completeness,Contamination,Quality_Score,tRNAs_number,tRNAs_decoding_Standard_20_AA,5S_rRNA_num,16S_rRNA_num,23S_rRNA_num,GTDB_domain,GTDB_phylum
SGB_13024,12,0,3,0,0,0,9,T1900044916_TS20190382_bin.89.fa,Medium,77.36,1.36,70.56,27,16,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13025,3,3,0,0,0,0,0,T1900045338_YK20190027_bin.228.fa,Medium,68.2,1.34,61.5,10,8,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13026,5,5,0,0,0,0,0,T1900045748_YK20190442_bin.197.fa,Medium,68.89,1.34,62.19,18,13,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_13027,15,0,15,0,0,0,0,TP20200814-DZC95_DT2009055423-1_bin.164.fa,High,95.75,0,95.75,41,19,1,0,1,d__Bacteria,p__Firmicutes_A
SGB_13028,13,0,13,0,0,0,0,TP20200812-DBC48_DT2009055271-1_bin.82.fa,High,95.08,0.73,91.43,39,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13029,8,0,8,0,0,0,0,TP20200815-DZC47_DT2009055517-1_bin.279.fa,High,91.81,0.22,90.71,43,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13030,6,0,1,0,0,0,5,TP20200824-WDL41_DT2009055569-1_bin.236.fa,High,96.09,0.04,95.89,39,17,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_13031,5,0,0,0,0,0,5,T1900044632_TS20190098_bin.280.fa,High,96.42,1.34,89.72,45,19,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_13032,5,0,0,0,0,0,5,T1900044635_TS20190101_bin.175.fa,High,96.38,1.28,89.98,38,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13033,4,3,0,0,1,0,0,T1900045502_YK20190196_bin.8.fa,High,96.25,0.34,94.55,39,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13034,4,0,4,0,0,0,0,TP20200812-DBC18_DT2009055241-1_bin.398.fa,High,95.25,1.23,89.1,30,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13035,4,0,3,0,0,0,1,TP20200815-DZC59_DT2009055529-1_bin.29.fa,High,96.76,0.67,93.41,43,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13036,3,0,1,0,0,0,2,T1900044644_TS20190110_bin.7.fa,High,91.24,1.45,83.99,47,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13037,3,3,0,0,0,0,0,T1900045391_YK20190081_bin.156.fa,High,94.74,0.46,92.44,44,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13038,1,0,0,0,0,0,1,T1900044557_TS20190023_bin.17.fa,Medium,81.9,3.24,65.7,22,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13039,1,0,0,0,0,0,1,T1900044559_TS20190025_bin.153.fa,Medium,87.07,4.38,65.17,38,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13040,1,0,0,0,0,0,1,T1900044622_TS20190088_bin.316.fa,Medium,96.76,7.05,61.51,43,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13041,1,0,0,0,0,0,1,T1900044629_TS20190095_bin.591.fa,Medium,78.62,2.57,65.77,27,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13042,1,0,0,0,0,0,1,T1900044691_TS20190157_bin.109.fa,Medium,85.69,6.04,55.49,33,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13043,1,0,0,0,0,0,1,T1900044726_TS20190192_bin.287.fa,Medium,86.04,2.24,74.84,39,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13044,2,0,0,0,1,0,1,T1900044757_TS20190223_bin.317.fa,Medium,86.76,1.68,78.36,29,13,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_13045,1,0,0,0,0,0,1,T1900044868_TS20190334_bin.249.fa,Medium,82.98,2.35,71.23,26,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13046,1,0,0,0,1,0,0,T1900045155_TC20190149_bin.56.fa,Medium,90.27,5.7,61.77,60,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13047,1,1,0,0,0,0,0,T1900045382_YK20190072_bin.12.fa,Medium,72.34,3.36,55.54,30,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13048,1,1,0,0,0,0,0,T1900045403_YK20190093_bin.40.fa,Medium,56.38,0,56.38,21,11,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13049,2,2,0,0,0,0,0,T1900045478_YK20190172_bin.240.fa,Medium,89.49,0.96,84.69,25,12,2,1,0,d__Bacteria,p__Firmicutes_A
SGB_13050,2,2,0,0,0,0,0,T1900045714_YK20190408_bin.230.fa,Medium,93,7.41,55.95,36,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13051,1,1,0,0,0,0,0,T1900045751_YK20190445_bin.243.fa,Medium,73.83,3.13,58.18,29,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13052,1,0,0,0,0,0,1,T2001009365_TS20190219_bin.416.fa,Medium,81.1,2.68,67.7,36,16,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13053,1,0,0,0,0,0,1,T2001009367_TS20190221_bin.121.fa,Medium,86.59,6.57,53.74,28,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13054,1,0,1,0,0,0,0,TP20200812-DBC21_DT2009055244-1_bin.155.fa,Medium,83.83,2.8,69.83,36,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13055,1,0,1,0,0,0,0,TP20200812-DBC37_DT2009055260-1_bin.2.fa,Medium,53.74,0,53.74,18,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13056,1,0,1,0,0,0,0,TP20200812-DBC44_DT2009055267-1_bin.352.fa,Medium,78.51,2.18,67.61,26,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13057,1,0,1,0,0,0,0,TP20200812-DBC50_DT2009055273-1_bin.19.fa,Medium,61.67,1.68,53.27,27,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13058,6,0,5,0,0,0,1,TP20200812-DBC51_DT2009055274-1_bin.118.fa,Medium,86.02,2.22,74.92,45,18,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_13059,2,0,2,0,0,0,0,TP20200814-DZC109_DT2009055437-1_bin.316.fa,Medium,89.12,4.26,67.82,42,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13060,2,0,2,0,0,0,0,TP20200815-DZC68_DT2009055538-1_bin.174.fa,Medium,74.5,1.85,65.25,39,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13061,1,0,1,0,0,0,0,TP20200825-WDL25_DT2009055596-1_bin.116.fa,Medium,74.35,4.59,51.4,21,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13062,2,0,2,0,0,0,0,TP20200825-WDL82_DT2009055611-1_bin.57.fa,Medium,87.26,4.98,62.36,50,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13063,2,0,0,0,0,0,2,T1900044604_TS20190070_bin.284.fa,High,94.95,1.9,85.45,41,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13064,2,0,0,0,2,0,0,T1900045039_TC20190032_bin.82.fa,High,94.41,1.34,87.71,41,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13065,2,0,0,0,0,0,2,TP20200814-DZC36_DT2009055364-1_bin.172.fa,High,93.72,1.74,85.02,40,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13066,1,0,0,0,0,0,1,T1900044630_TS20190096_bin.97.fa,High,96.42,2.03,86.27,38,19,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_13067,1,0,0,0,1,0,0,T1900045161_TC20190155_bin.249.fa,High,90.97,1.9,81.47,40,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13068,1,0,0,0,1,0,0,T1900045168_TC20190162_bin.13.fa,High,91.65,3.75,72.9,31,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13069,1,1,0,0,0,0,0,T1900045445_YK20190136_bin.273.fa,High,95.68,4.03,75.53,33,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13070,1,0,0,0,0,0,1,TP20200814-DZC116_DT2009055444-1_bin.196.fa,High,96.03,3.6,78.03,32,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13071,1,0,1,0,0,0,0,TP20200824-WDL75_DT2009055584-1_bin.28.fa,High,91.16,0,91.16,48,19,6,0,0,d__Bacteria,p__Firmicutes_A
SGB_13072,4,0,0,0,1,0,3,T1900044597_TS20190063_bin.186.fa,High,95.75,0,95.75,47,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13073,4,0,0,0,0,0,4,T1900044765_TS20190231_bin.38.fa,High,95.84,2.24,84.64,34,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13074,3,0,3,0,0,0,0,TP20200812-DBC18_DT2009055241-1_bin.176.fa,High,94.39,2.68,80.99,39,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13075,3,0,3,0,0,0,0,TP20200815-DZC9_DT2009055479-1_bin.328.fa,High,93.85,2.68,80.45,43,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13076,1,0,0,1,0,0,0,T1900044954_TA20190008_bin.402.fa,Medium,94.83,7.3,58.33,35,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13077,2,2,0,0,0,0,0,T1900045642_YK20190336_bin.329.fa,Medium,73.74,2.91,59.19,26,14,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13078,1,1,0,0,0,0,0,T1900045769_YK20190463_bin.169.fa,Medium,85.72,3.04,70.52,32,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13079,1,0,1,0,0,0,0,TP20200812-DBC2_DT2009055225-1_bin.109.fa,Medium,80.79,2.68,67.39,42,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13080,2,0,1,0,0,0,1,TP20200814-DZC43_DT2009055371-1_bin.112.fa,Medium,80.31,1.92,70.71,25,12,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13081,2,0,0,0,0,0,2,T1900044782_TS20190248_bin.421.fa,High,97.09,1.68,88.69,38,18,1,3,0,d__Bacteria,p__Firmicutes_A
SGB_13082,2,0,2,0,0,0,0,TP20200814-DZC110_DT2009055438-1_bin.16.fa,High,95.53,4.7,72.03,43,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13083,2,0,2,0,0,0,0,TP20200815-DZC46_DT2009055516-1_bin.252.fa,High,97.09,1.34,90.39,41,18,0,0,1,d__Bacteria,p__Firmicutes_A
SGB_13084,1,0,0,0,0,0,1,T1900044637_TS20190103_bin.138.fa,High,90.73,2.94,76.03,36,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13085,1,0,0,0,0,0,1,T1900044802_TS20190268_bin.161.fa,High,97.76,3.49,80.31,42,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13086,1,1,0,0,0,0,0,T1900045692_YK20190386_bin.358.fa,High,94.74,2.29,83.29,48,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13087,1,0,1,0,0,0,0,TP20200814-DZC132_DT2009055460-1_bin.103.fa,High,91.98,4.36,70.18,39,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13088,1,0,1,0,0,0,0,TP20200815-DZC77_DT2009055547-1_bin.208.fa,High,95.75,4.31,74.2,37,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13089,118,0,0,0,0,0,118,T1900044783_TS20190249_bin.274.fa,High,96.64,2.03,86.49,42,20,2,1,0,d__Bacteria,p__Firmicutes_A
SGB_13090,63,0,0,0,0,0,63,T1900044833_TS20190299_bin.287.fa,High,95.97,0.67,92.62,32,16,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_13091,43,43,0,0,0,0,0,T1900045533_YK20190227_bin.99.fa,High,91.95,1.81,82.9,46,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13092,32,32,0,0,0,0,0,T1900045392_YK20190082_bin.157.fa,High,94.46,2.47,82.11,38,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13093,27,0,27,0,0,0,0,TP20200812-DBC48_DT2009055271-1_bin.237.fa,High,96.76,2.32,85.16,46,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13094,22,4,0,0,0,0,18,T1900044930_TS20190396_bin.49.fa,High,96.64,1.68,88.24,42,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13095,20,0,0,0,0,0,20,T1900044775_TS20190241_bin.232.fa,High,90.98,0.78,87.08,35,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13096,18,0,0,0,18,0,0,T1900045096_TC20190090_bin.185.fa,High,95.41,1.48,88.01,43,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13097,17,0,0,0,13,0,4,T1900045060_TC20190053_bin.190.fa,High,91.42,4.47,69.07,34,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13098,13,13,0,0,0,0,0,T1900045711_YK20190405_bin.181.fa,High,95.72,0,95.72,45,20,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_13099,12,1,0,0,0,0,11,T1900044622_TS20190088_bin.143.fa,High,94.97,1.34,88.27,36,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13100,11,0,5,0,0,0,6,T1900044883_TS20190349_bin.33.fa,High,91.49,3.86,72.19,38,16,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13101,10,0,0,10,0,0,0,T1900044968_TA20190030_bin.63.fa,High,91.16,1.01,86.11,37,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13102,8,0,1,0,0,0,7,T1900044535_TS20190001_bin.103.fa,High,96.06,0.45,93.81,43,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13103,8,0,1,0,0,0,7,TP20200814-DZC17_DT2009055345-1_bin.257.fa,High,94.11,1.34,87.41,46,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13104,7,0,0,0,7,0,0,T1900045101_TC20190095_bin.148.fa,High,94.29,3.96,74.49,52,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13105,6,0,0,0,0,0,6,T1900044844_TS20190310_bin.56.fa,High,96.31,1.57,88.46,44,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13106,6,0,0,5,0,1,0,T1900044951_TA20190004_bin.370.fa,High,93.5,1.34,86.8,34,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13107,6,0,0,0,0,6,0,T1900045284_TH20190054_bin.325.fa,High,95.08,1.01,90.03,31,16,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_13108,6,4,0,0,0,0,2,T1900045678_YK20190372_bin.181.fa,High,96.99,2.18,86.09,36,18,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13109,5,0,0,5,0,0,0,T1900044951_TA20190004_bin.299.fa,High,94.97,3.02,79.87,41,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13110,5,0,5,0,0,0,0,TP20200814-DZC37_DT2009055365-1_bin.87.fa,High,91.38,1.23,85.23,35,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13111,5,0,5,0,0,0,0,TP20200814-DZC93_DT2009055421-1_bin.368.fa,High,90.9,2.57,78.05,45,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13112,4,1,0,0,3,0,0,T1900045086_TC20190080_bin.323.fa,High,93.38,1.51,85.83,44,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13113,4,0,0,0,0,4,0,T1900045236_TH20190006_bin.407.fa,High,92.05,0,92.05,45,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13114,4,0,0,0,0,4,0,T1900045247_TH20190017_bin.472.fa,High,96.55,3.6,78.55,44,18,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13115,4,0,0,0,0,4,0,T1900045294_TH20190064_bin.247.fa,High,95.49,2.1,84.99,43,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13116,4,0,4,0,0,0,0,TP20200814-DZC65_DT2009055393-1_bin.23.fa,High,95.64,0.67,92.29,42,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13117,3,1,0,0,2,0,0,T1900045172_TC20190168_bin.215.fa,High,95.3,2.85,81.05,49,20,4,0,0,d__Bacteria,p__Firmicutes_A
SGB_13118,3,0,0,0,3,0,0,T1900045776_TC20190230_bin.161.fa,High,96.06,2.48,83.66,56,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13119,3,0,0,0,3,0,0,T1900045776_TC20190230_bin.76.fa,High,97.43,1.8,88.43,55,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13120,3,0,2,0,0,0,1,TP20200814-DZC44_DT2009055372-1_bin.180.fa,High,91.41,2.43,79.26,30,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13121,3,0,3,0,0,0,0,TP20200814-DZC54_DT2009055382-1_bin.86.fa,High,97.32,2.01,87.27,49,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13122,3,0,3,0,0,0,0,TP20200815-DZC17_DT2009055487-1_bin.14.fa,High,90.9,1.34,84.2,39,14,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13123,3,0,3,0,0,0,0,TP20200815-DZC48_DT2009055518-1_bin.149.fa,High,98.03,4.83,73.88,51,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13124,4,0,0,0,0,0,4,T1900044541_TS20190007_bin.267.fa,Medium,85.47,4.25,64.22,38,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13125,5,1,0,0,0,0,4,T1900044550_TS20190016_bin.230.fa,Medium,79.37,0.73,75.72,31,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13126,1,0,0,0,0,0,1,T1900044551_TS20190017_bin.255.fa,Medium,57.76,0.86,53.46,25,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13127,1,0,0,0,0,0,1,T1900044553_TS20190019_bin.224.fa,Medium,67.6,3.48,50.2,24,11,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13128,1,0,0,0,0,0,1,T1900044559_TS20190025_bin.152.fa,Medium,87.56,5.93,57.91,35,13,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13129,1,0,0,0,0,0,1,T1900044563_TS20190029_bin.255.fa,Medium,81.63,4.25,60.38,37,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13130,1,0,0,0,0,0,1,T1900044574_TS20190040_bin.121.fa,Medium,79.42,2.46,67.12,14,8,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13131,1,0,0,0,0,0,1,T1900044598_TS20190064_bin.124.fa,Medium,82.98,3.75,64.23,26,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13132,1,0,0,0,0,0,1,T1900044602_TS20190068_bin.210.fa,Medium,74.2,3.4,57.2,46,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13133,3,0,2,0,0,0,1,T1900044605_TS20190071_bin.100.fa,Medium,74.25,2.71,60.7,33,16,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_13134,1,0,0,0,0,0,1,T1900044608_TS20190074_bin.344.fa,Medium,81.68,2.03,71.53,38,14,2,0,1,d__Bacteria,p__Firmicutes_A
SGB_13135,7,0,0,0,0,0,7,T1900044609_TS20190075_bin.47.fa,Medium,85,2.52,72.4,37,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13136,2,0,0,0,0,0,2,T1900044612_TS20190078_bin.227.fa,Medium,81,3.71,62.45,28,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13137,2,0,0,0,0,0,2,T1900044625_TS20190091_bin.242.fa,Medium,88.05,2.86,73.75,40,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13138,1,0,0,0,0,0,1,T1900044629_TS20190095_bin.334.fa,Medium,63.95,1.23,57.8,13,6,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13139,1,0,0,0,0,0,1,T1900044634_TS20190100_bin.194.fa,Medium,65.04,1.36,58.24,28,16,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_13140,1,0,0,0,0,0,1,T1900044638_TS20190104_bin.84.fa,Medium,78.61,4,58.61,42,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13141,1,0,0,0,0,0,1,T1900044642_TS20190108_bin.174.fa,Medium,88.28,4.94,63.58,29,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13142,1,0,0,0,0,0,1,T1900044647_TS20190113_bin.94.fa,Medium,76.64,2.72,63.04,25,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13143,1,0,0,0,0,0,1,T1900044652_TS20190118_bin.17.fa,Medium,66.21,0,66.21,31,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13144,1,0,0,0,0,0,1,T1900044652_TS20190118_bin.236.fa,Medium,91.6,6.88,57.2,36,14,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13145,3,0,0,0,0,0,3,T1900044660_TS20190126_bin.134.fa,Medium,77.23,2.85,62.98,27,13,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13146,1,0,0,0,0,0,1,T1900044661_TS20190127_bin.391.fa,Medium,91.81,6.14,61.11,36,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13147,1,0,0,0,0,0,1,T1900044670_TS20190136_bin.375.fa,Medium,96.1,9.19,50.15,58,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13148,1,0,0,0,0,0,1,T1900044683_TS20190149_bin.158.fa,Medium,86.06,1.17,80.21,30,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13149,1,0,0,0,0,0,1,T1900044715_TS20190181_bin.13.fa,Medium,88.68,3.91,69.13,30,11,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13150,1,0,0,0,0,0,1,T1900044716_TS20190182_bin.167.fa,Medium,85.8,5.17,59.95,35,15,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13151,1,0,0,0,0,0,1,T1900044727_TS20190193_bin.322.fa,Medium,77.94,1.06,72.64,40,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13152,1,0,0,0,0,0,1,T1900044737_TS20190203_bin.17.fa,Medium,62.07,1.72,53.47,11,6,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13153,2,0,0,0,0,0,2,T1900044741_TS20190207_bin.257.fa,Medium,88.33,3.3,71.83,41,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13154,1,0,0,0,0,0,1,T1900044748_TS20190414_bin.218.fa,Medium,51.78,0,51.78,27,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13155,1,0,0,0,0,0,1,T1900044749_TS20190415_bin.557.fa,Medium,82.82,4.36,61.02,37,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13156,2,0,0,0,0,0,2,T1900044750_TS20190416_bin.341.fa,Medium,80.02,5.38,53.12,38,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13157,9,0,0,0,0,0,9,T1900044754_TS20190420_bin.292.fa,Medium,75.74,1.03,70.59,45,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13158,1,0,0,0,0,0,1,T1900044757_TS20190223_bin.235.fa,Medium,71.76,0.67,68.41,32,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13159,1,0,0,0,0,0,1,T1900044757_TS20190223_bin.245.fa,Medium,86.21,6.12,55.61,34,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13160,1,0,0,0,0,0,1,T1900044757_TS20190223_bin.74.fa,Medium,92.56,6.12,61.96,54,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13161,1,0,0,0,0,0,1,T1900044757_TS20190223_bin.84.fa,Medium,82.51,5.53,54.86,31,16,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_13162,2,0,0,0,0,0,2,T1900044762_TS20190228_bin.114.fa,Medium,81.35,4.54,58.65,37,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13163,2,0,0,0,0,0,2,T1900044762_TS20190228_bin.121.fa,Medium,82.48,4.1,61.98,26,13,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13164,1,0,0,0,0,0,1,T1900044762_TS20190228_bin.2.fa,Medium,62.95,2.15,52.2,26,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13165,1,0,0,0,0,0,1,T1900044764_TS20190230_bin.329.fa,Medium,60.49,1.72,51.89,31,13,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13166,1,0,0,0,0,0,1,T1900044767_TS20190233_bin.239.fa,Medium,82.08,2.18,71.18,21,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13167,1,0,0,0,0,0,1,T1900044769_TS20190235_bin.320.fa,Medium,56.37,0,56.37,24,10,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13168,2,0,0,0,0,0,2,T1900044778_TS20190244_bin.60.fa,Medium,63.85,1.72,55.25,22,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13169,2,0,0,0,0,0,2,T1900044782_TS20190248_bin.239.fa,Medium,79.96,3.36,63.16,50,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13170,2,0,0,0,0,0,2,T1900044782_TS20190248_bin.39.fa,Medium,87.29,4.19,66.34,51,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13171,10,0,0,0,0,0,10,T1900044785_TS20190251_bin.275.fa,Medium,89.09,2.58,76.19,37,17,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_13172,1,0,0,0,0,0,1,T1900044802_TS20190268_bin.65.fa,Medium,91.5,6.66,58.2,30,15,0,0,1,d__Bacteria,p__Firmicutes_A
SGB_13173,1,0,0,0,0,0,1,T1900044809_TS20190275_bin.115.fa,Medium,66.06,1.17,60.21,11,7,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13174,3,0,0,0,0,0,3,T1900044822_TS20190288_bin.110.fa,Medium,79.31,0.86,75.01,42,20,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_13175,2,0,0,0,0,0,2,T1900044861_TS20190327_bin.65.fa,Medium,63.29,0.94,58.59,30,13,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13176,1,0,0,0,0,0,1,T1900044870_TS20190336_bin.40.fa,Medium,73.78,3.45,56.53,21,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13177,1,0,0,0,0,0,1,T1900044870_TS20190336_bin.85.fa,Medium,65.73,2.04,55.53,23,11,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13178,14,0,0,0,0,0,14,T1900044876_TS20190342_bin.161.fa,Medium,88.64,0.84,84.44,37,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_13179,4,0,0,0,0,0,4,T1900044876_TS20190342_bin.212.fa,Medium,70.69,1.72,62.09,37,18,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_13180,1,0,0,0,0,0,1,T1900044876_TS20190342_bin.27.fa,Medium,77.58,4.14,56.88,47,20,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_13181,1,0,0,0,0,0,1,T1900044880_TS20190346_bin.127.fa,Medium,75.63,2.48,63.23,37,18,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_13182,1,0,0,0,0,0,1,T1900044883_TS20190349_bin.148.fa,Medium,63.85,1.23,57.7,19,11,0,0,0,d__Bacteria,p__Firmicutes_A
